332.27361	0.02484
332.28227	0.00578
332.29201	0.00317
332.30067	0.01871
332.31041	0.0095
332.31907	0
332.32881	0.02067
332.33746	0.02013
332.34612	0
332.35586	0.02035
332.36452	0.01448
332.37426	0
332.38291	0.02031
332.39265	0.00459
332.40131	0.00334
332.41105	0.0083
332.41971	0.00523
332.42945	0.01019
332.4381	8.6773E-4
332.44784	0.01854
332.4565	0.0084
332.46624	0.00267
332.4749	0.01581
332.48464	5.82108E-4
332.4933	0.00897
332.50303	0.01496
332.51169	0
332.52035	0.01852
332.53009	0.00596
332.53875	0.00168
332.54849	0.01501
332.55714	0.00547
332.56688	0.00147
332.57554	0.02157
332.58528	3.80009E-4
332.59394	0.0036
332.60368	0.01205
332.61233	0
332.62207	0.00835
332.63073	0.00772
332.64047	0.00664
332.64913	0.00633
332.65887	0.01048
332.66752	0.01252
332.67726	0.00311
332.68592	0.00993
332.69458	0.00978
332.70432	0
332.71298	0.00986
332.72272	0.00889
332.73137	4.48083E-4
332.74111	0.00775
332.74977	0.01015
332.75951	0
332.76817	0.01098
332.77791	0.01036
332.78656	0.00799
332.7963	0.00129
332.80496	0.00935
332.8147	0.00773
332.82336	0.01221
332.8331	0.01065
332.84175	0.00894
332.85041	0.00273
332.86015	0.01504
332.86881	0.01271
332.87855	0.00645
332.88721	0.01704
332.89694	0.01195
332.9056	0.00677
332.91534	0.01083
332.924	0.00821
332.93374	0.01247
332.9424	0.014
332.95214	0.01352
332.96079	0.0089
332.97053	0.0075
332.97919	0.012
332.98893	0.01116
332.99759	0.0097
333.00624	0.01069
333.01598	0.00971
333.02464	0.01154
333.03438	0.01011
333.04304	0.00785
333.05278	0.01009
333.06143	0.00695
333.07117	0.00653
333.07983	0.01334
333.08957	0.01258
333.09823	0.01318
333.10797	0.01591
333.11663	0.01062
333.12636	0.01413
333.13502	0.01362
333.14368	0.01791
333.15342	0.01604
333.16208	0.02001
333.17182	0.02025
333.18047	0.01359
333.19021	0.01507
333.19887	0.01107
333.20861	0.01009
333.21727	0.00729
333.22701	0.01314
333.23566	0.01259
333.2454	0.01329
333.25406	0.01498
333.26272	0.01337
333.27246	0.01531
333.28112	0.015
333.29085	0.01846
333.29951	0.01947
333.30925	0.01579
333.31791	0.01317
333.32765	0.01161
333.33631	0.01383
333.34605	0.01537
333.3547	0.01306
333.36444	0.01012
333.3731	0.01099
333.38176	0.01225
333.3915	0.00965
333.40015	0.01799
333.40989	0.01642
333.41855	0.0159
333.42829	0.01267
333.43695	0.00943
333.44669	0.01605
333.45534	0.02204
333.46508	0.01814
333.47374	0.01554
333.48348	0.01238
333.49214	0.00919
333.5008	0.0115
333.51054	0.01598
333.51919	0.01267
333.52893	0.01143
333.53759	0.01519
333.54733	0.01174
333.55599	0.01614
333.56573	0.01313
333.57438	0.01435
333.58412	0.01766
333.59278	0.02076
333.60252	0.01563
333.61118	0.01587
333.61983	0.01489
333.62957	0.01573
333.63823	0.02006
333.64797	0.02076
333.65663	0.02202
333.66637	0.01971
333.67502	0.01803
333.68476	0.02012
333.69342	0.01704
333.70316	0.02133
333.71182	0.01674
333.72048	0.01967
333.73022	0.0297
333.73887	0.02102
333.74861	0.03118
333.75727	0.02631
333.76701	0.03264
333.77567	0.03373
333.78541	0.02919
333.79406	0.03006
333.8038	0.03212
333.81246	0.03081
333.8222	0.03273
333.83086	0.02911
