332.27361	0.00964
332.28227	0.00493
332.29201	0.00597
332.30067	0.00898
332.31041	0.0073
332.31907	0.00175
332.32881	0.00703
332.33746	0.00904
332.34612	0.00365
332.35586	0.00779
332.36452	0.00333
332.37426	0
332.38291	0.00852
332.39265	0.00404
332.40131	0.00442
332.41105	0.00512
332.41971	0.00548
332.42945	0.00544
332.4381	0.00418
332.44784	0.00482
332.4565	0.00505
332.46624	0.0054
332.4749	0.00673
332.48464	8.32643E-4
332.4933	0.00654
332.50303	0.00897
332.51169	0.00417
332.52035	0.00919
332.53009	0.00529
332.53875	0.00399
332.54849	0.00785
332.55714	0.00324
332.56688	0.00648
332.57554	0.00854
332.58528	0.00423
332.59394	0.00365
332.60368	0.00633
332.61233	0.00511
332.62207	0.00568
332.63073	0.01024
332.64047	0.00605
332.64913	0.00736
332.65887	0.00763
332.66752	0.00635
332.67726	0.0083
332.68592	0.00637
332.69458	0.00347
332.70432	0.00551
332.71298	0.00497
332.72272	0.006
332.73137	0.00464
332.74111	0.0071
332.74977	0.0057
332.75951	0.00568
332.76817	0.00501
332.77791	0.00795
332.78656	0.00569
332.7963	0.00529
332.80496	0.00608
332.8147	0.006
332.82336	0.00548
332.8331	0.00594
332.84175	0.0072
332.85041	0.00502
332.86015	0.00625
332.86881	0.00674
332.87855	0.00778
332.88721	0.00713
332.89694	0.00913
332.9056	0.00552
332.91534	0.00872
332.924	0.00758
332.93374	0.00587
332.9424	0.00657
332.95214	0.00823
332.96079	0.00465
332.97053	0.00717
332.97919	0.01028
332.98893	0.0093
332.99759	0.01031
333.00624	0.00807
333.01598	0.0083
333.02464	0.00916
333.03438	0.00802
333.04304	0.00853
333.05278	0.00891
333.06143	0.00926
333.07117	0.00477
333.07983	0.01045
333.08957	0.00715
333.09823	0.01053
333.10797	0.00978
333.11663	0.01022
333.12636	0.01095
333.13502	0.01182
333.14368	0.01016
333.15342	0.00963
333.16208	0.00962
333.17182	0.00921
333.18047	0.00755
333.19021	0.01111
333.19887	0.0099
333.20861	0.01043
333.21727	0.01225
333.22701	0.00931
333.23566	0.00877
333.2454	0.00854
333.25406	0.01174
333.26272	0.01095
333.27246	0.01163
333.28112	0.01235
333.29085	0.01223
333.29951	0.01313
333.30925	0.0102
333.31791	0.00904
333.32765	0.01078
333.33631	0.01015
333.34605	0.00953
333.3547	0.01312
333.36444	0.01144
333.3731	0.00927
333.38176	0.00841
333.3915	0.01156
333.40015	0.01054
333.40989	0.01002
333.41855	0.0107
333.42829	0.01131
333.43695	0.00934
333.44669	0.00982
333.45534	0.01293
333.46508	0.01243
333.47374	0.00984
333.48348	0.011
333.49214	0.01246
333.5008	0.00994
333.51054	0.01134
333.51919	0.00966
333.52893	0.01039
333.53759	0.01052
333.54733	0.01282
333.55599	0.00768
333.56573	0.01081
333.57438	0.0081
333.58412	0.01223
333.59278	0.01377
333.60252	0.01204
333.61118	0.01478
333.61983	0.01191
333.62957	0.01557
333.63823	0.01306
333.64797	0.01265
333.65663	0.01351
333.66637	0.01367
333.67502	0.01513
333.68476	0.01803
333.69342	0.02008
333.70316	0.01771
333.71182	0.01856
333.72048	0.01989
333.73022	0.01864
333.73887	0.01881
333.74861	0.01968
333.75727	0.01959
333.76701	0.02454
